No errors
No warnings
34 ms
data source=aircraftreports
1172 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2021-08-05T06:09:28Z,2021-08-05T05:40:00Z,,,,,,,AFR377,47.9167,-31.4167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,264,128,,AIREP,ARP AFR377 4755N03125W 0540 F370 4800N03000W 0545 4900N02000W MS50 264/128 KT FHRBJ QXT AME 050540 L51A ,
2021-08-05T06:09:31Z,2021-08-05T05:40:00Z,,,,,,,DLH415,47.1167,-45.5,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,266,100,,AIREP,ARP DLH415 4707N04530W 0540 F410 4700N04000W 0603 4800N03000W MS59 266/100 KT DAIXQ DDL XXH 050540 J51A ,
2021-08-05T05:43:24Z,2021-08-05T05:40:00Z,,,,,,,AEA092,47.0833,-35.2833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,264,115,,AIREP,ARP AEA092 4705N 03517W 0540 F410 M58 264/115 4658N 03000W 0601 4558N 02001W KT ECMOM QXT AME 050540 L74A,
2021-08-05T06:09:19Z,2021-08-05T05:40:00Z,,,,,,,AEA092,47.0833,-35.3,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,264,116,,AIREP,ARP AEA092 4705N03518W 0540 F410 4658N03000W 0601 4558N02001W MS58 264/116 KT ECMOM QXT AME 050540 L73A ,
2021-08-05T05:43:24Z,2021-08-05T05:40:00Z,,,,,,,FWI59P,47.0,-19.95,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,281,122,,AIREP,ARP FWI59P 4700N 01957W 0540 F400 M59 281/122 4700N 01500W 0601 SEPAL KT FHPUJ QXT EUA 050540 J85A,
2021-08-05T06:09:11Z,2021-08-05T05:40:00Z,,,,,,,AAL208,46.1167,-45.55,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,271,85,,AIREP,ARP AAL208 4607N04533W 0540 F390 4600N04000W 0604 4800N03000W MS55 271/85 KT N817AN DDL XXN 050540 L85A ,
2021-08-05T06:09:26Z,2021-08-05T05:40:00Z,,,,,,,KLM755,40.8333,-55.6833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,160,10,,AIREP,ARP KLM755 4050N05541W 0540 F370 4400N05000W 0619 4700N04000W MS49 160/10 KT PHBQD QXT AOE 050540 F63A ,
2021-08-05T06:08:49Z,2021-08-05T05:39:00Z,,,,,,,ACA81,57.4333,-48.25,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,335,68,,AIREP,ARP ACA81 5726N04815W 0539 F360 5701N05001W 0547 HOIST MS53 335/68 KT CFNOI QXS UAK 050539 L59A ,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,UAL980,55.0833,-36.25,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,274,32,,AIREP,ARP UAL980 5505N 03615W 0539 F400 M41 274/32 5459N 03000W 0603 5459N 02000W KT N27901 DDL XXN 050539 L80A,
2021-08-05T06:08:56Z,2021-08-05T05:39:00Z,,,,,,,KLM644,52.0667,-32.8833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,265,70,,AIREP,ARP KLM644 5204N03253W 0539 F390 5159N03000W 0551 5259N02000W MS43 265/70 KT PHBHO QXT AME 050539 L22A ,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,TWY886,51.8667,-32.0333,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,274,44,,AIREP,ARP TWY886 5152N 03202W 0539 F450 M45 274/44 5200N 03000W 0547 5100N 02000W KT N886AJ QXT AME 050539 F64A,
2021-08-05T06:08:49Z,2021-08-05T05:39:00Z,,,,,,,TWY886,51.8667,-32.0833,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,274,45,,AIREP,ARP TWY886 5152N03205W 0539 F450 5200N03000W 0547 5100N02000W MS45 274/45 KT N886AJ QXT AME 050539 F63A ,
2021-08-05T06:08:47Z,2021-08-05T05:39:00Z,,,,,,,KLM741,48.8,-31.2833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,263,140,,AIREP,ARP KLM741 4848N03117W 0539 F370 4900N03000W 0544 4900N02000W MS49 263/140 KT PHBHA QXT EUA 050539 L93A ,
2021-08-05T06:08:56Z,2021-08-05T05:39:00Z,,,,,,,BAW18A,48.5833,-51.7,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,277,101,,AIREP,ARP BAW18A 4835N05142W 0539 F390 4900N05000W 0547 4900N04000W MS52 277/101 KT GRAES DDL YQX 050539 F26A ,
2021-08-05T05:41:15Z,2021-08-05T05:39:00Z,,,,,,,DLH413,48.0,-15.1667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,292,107,,AIREP,ARP DLH413 4800N 01510W 0539 F410 M56 292/107 4800N 01500W 0539 ETIKI KT DAIXA DDL XXF 050539 J74A,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,ETD47N,47.9333,-14.7,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,287,125,,AIREP,ARP ETD47N 4756N 01442W 0539 F350 M47 287/125 4658N 00845W 0604 LAPEX KT A6BLO QXT EUA 050539 L74A,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,AZA61CM,47.5667,-25.25,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,272,127,,AIREP,ARP AZA61CM 4734N 02515W 0539 F390 M56 272/127 4759N 02000W 0601 4759N 01500W KT EIEJL QXT AOE 050540 J63A,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,DLH465,47.55,-35.6667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,264,128,,AIREP,ARP DLH465 4733N 03540W 0539 F390 M55 264/128 4800N 03000W 0603 4900N 02000W KT DAIKF DDL XXH 050539 J90A,
2021-08-05T06:08:58Z,2021-08-05T05:39:00Z,,,,,,,DLH465,47.5333,-35.8,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,264,128,,AIREP,ARP DLH465 4732N03548W 0539 F390 4800N03000W 0603 4900N02000W MS55 264/128 KT DAIKF DDL XXH 050539 J88A ,
2021-08-05T06:08:55Z,2021-08-05T05:39:00Z,,,,,,,UAE9330,47.4,-36.9333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,266,114,,AIREP,ARP UAE9330 4724N03656W 0539 F370 4800N03000W 0607 4900N02000W MS50 266/114 KT A6ENM DDL XXH 050539 F92A ,
2021-08-05T05:43:24Z,2021-08-05T05:39:00Z,,,,,,,TAP234F,47.1,-35.1833,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,272,112,,AIREP,ARP TAP234F 4706N 03511W 0539 F330 M40 272/112 4659N 03000W 0602 4559N 02001W KT CSTXB DDL IG1 050540 J87A,
2021-08-05T06:09:02Z,2021-08-05T05:39:00Z,,,,,,,BAW34N,46.5833,-41.6667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,266,102,,AIREP,ARP BAW34N 4635N04140W 0539 F410 4700N04000W 0547 4800N03000W MS59 266/102 KT GZBKR DDL XXH 050539 L37A ,
2021-08-05T06:09:01Z,2021-08-05T05:39:00Z,,,,,,,DHK912,46.2167,-47.2333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,268,87,,AIREP,ARP DHK912 4613N04714W 0539 F400 4400N05000W 0604 SOORY MS57 268/87 KT GTUIN QXT AME 050539 L10A ,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,DAL182,46.0167,-16.95,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,283,96,,AIREP,ARP DAL182 4601N 01657W 0539 F370 M52 283/96 4559N 01500W 0548 4559N 00845W KT N816NW DDL IG1 050539 J56A,
2021-08-05T06:09:01Z,2021-08-05T05:39:00Z,,,,,,,THY6436,45.7333,-54.6167,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,263,66,,AIREP,ARP THY6436 4544N05437W 0539 F310 4600N05000W 0600 4600N04000W MS34 263/66 KT TCLJL QXS YJT 050539 F15A ,
2021-08-05T05:42:32Z,2021-08-05T05:39:00Z,,,,,,,FWI43M,45.6333,-21.0833,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,282,81,,AIREP,ARP FWI43M 4538N 02105W 0539 F430 M60 282/81 4600N 02000W 0545 4700N 01500W KT FHNET QXT EUA 050539 J43A,
2021-08-05T06:08:58Z,2021-08-05T05:39:00Z,,,,,,,KLM758,44.9667,-47.0667,38200,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,276,58,,AIREP,ARP KLM758 4458N04704W 0539 F382 4658N03959W 0613 4758N03000W MS52 276/58 KT PHBKC QXT AME 050539 L22A ,
2021-08-05T06:08:55Z,2021-08-05T05:39:00Z,,,,,,,THY800,43.7833,-44.4333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,272,38,,AIREP,ARP THY800 4347N04426W 0539 F360 4458N03959W 0602 4658N03000W MS47 272/38 KT TCLLI QXT AME 050539 L02A ,
2021-08-05T06:14:12Z,2021-08-05T05:39:00Z,,,,,,,UAE531,13.25,72.55,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,116,45,,AIREP,ARP UAE531 1315N 07233E 0539 F380 M48 116/45,
2021-08-05T06:05:14Z,2021-08-05T05:39:00Z,,,,,,,QFA11,-6.7,-167.9,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,24,4,,AIREP,QFA11 0642S 16754W 0539 F390 MS53 024/04,
2021-08-05T05:41:14Z,2021-08-05T05:38:00Z,,,,,,,SWR53T,49.1,-25.4,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,272,145,,AIREP,ARP SWR53T 4906N 02524W 0538 F370 M51 272/145 4900N 02000W 0559 4800N 01500W KT HBJHN DDL XXF 050538 J84A,
2021-08-05T06:08:40Z,2021-08-05T05:38:00Z,,,,,,,QTR710,48.8667,-51.7,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,282,120,,AIREP,ARP QTR710 4852N05142W 0538 F370 4900N05000W 0544 4858N04000W MS51 282/120 KT A7AML QXS YYT 050538 J37A ,
2021-08-05T05:41:14Z,2021-08-05T05:38:00Z,,,,,,,BAW2256,48.3167,-24.0167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,285,129,,AIREP,ARP BAW2256 4819N 02401W 0538 F410 M56 285/129 4900N 02000W 0555 KOGAD KT GVIIJ DDL XXH 050538 F24A,
2021-08-05T05:41:15Z,2021-08-05T05:38:00Z,,,,,,,THY6276,48.0833,-36.1333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,271,133,,AIREP,ARP THY6276 4805N 03608W 0538 F330 M40 271/133 4759N 03000W 0602 4759N 02000W KT TCLJN QXT AME 050538 F28A,
2021-08-05T06:08:55Z,2021-08-05T05:38:00Z,,,,,,,TAP234F,47.1,-35.45,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,272,113,,AIREP,ARP TAP234F 4706N03527W 0538 F330 4659N03000W 0602 4559N02001W MS40 272/113 KT CSTXB DDL IG1 050539 J84A ,
2021-08-05T06:08:37Z,2021-08-05T05:38:00Z,,,,,,,THY82M,46.8333,-51.5,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,271,91,,AIREP,ARP THY82M 4650N05130W 0538 F350 4700N05000W 0544 4700N04000W MS45 271/91 KT TCJOB QXS YYT 050538 J44A ,
2021-08-05T05:43:24Z,2021-08-05T05:38:00Z,,,,,,,THY730,10.35,68.6667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,127,26,,AIREP,ARP THY730 1021N 06840E 0538 F370 M49 127/26,
2021-08-05T06:06:14Z,2021-08-05T05:38:00Z,,,,,,,AAL72,-7.2,-163.7,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,50,11,,AIREP,ARP AAL72 0712S 16342W 0538 F370 M49 050/11,
2021-08-05T06:08:27Z,2021-08-05T05:37:00Z,,,,,,,DAL246,58.5833,-48.3167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,333,66,,AIREP,ARP DAL246 5835N04819W 0537 F370 6059N03959W 0615 6259N02959W MS55 333/66 KT N198DN QXS UAK 050537 F58A ,
2021-08-05T06:08:31Z,2021-08-05T05:37:00Z,,,,,,,AAL145,57.85,-41.05,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,311,23,,AIREP,ARP AAL145 5751N04103W 0537 F360 5601N05001W 0617 5403N05701W MS44 311/23 KT N793AN DDL XXN 050537 F73A ,
2021-08-05T06:08:27Z,2021-08-05T05:37:00Z,,,,,,,DAL235,53.8333,-50.6833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,321,58,,AIREP,ARP DAL235 5350N05041W 0537 F360 NEEKO 0604 4520N06744W MS57 321/58 KT N402DX DDL YAY 050537 J81A ,
2021-08-05T06:08:33Z,2021-08-05T05:37:00Z,,,,,,,FIN16,51.6833,-53.3833,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,282,51,,AIREP,ARP FIN16 5141N05323W 0537 F430 5300N05000W 0554 5600N04000W MS52 282/51 KT OHLWF DDL XXH 050537 J82A ,
2021-08-05T06:08:37Z,2021-08-05T05:37:00Z,,,,,,,DLH4C,51.2,-53.0167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,283,62,,AIREP,ARP DLH4C 5112N05301W 0537 F410 5159N04959W 0551 5359N04000W MS51 283/62 KT DAIXM DDL YIF 050537 J76A ,
2021-08-05T05:40:07Z,2021-08-05T05:37:00Z,,,,,,,GTI5219,50.85,-32.25,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,266,94,,AIREP,ARP GTI5219 5051N 03215W 0537 F340 M46 266/94 5100N 03000W 0545 5100N 02000W KT N415MC DDL IG1 050537 F89A,
2021-08-05T05:41:14Z,2021-08-05T05:37:00Z,,,,,,,VIR688,49.85,-32.1,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,269,125,,AIREP,ARP VIR688 4951N 03206W 0537 F390 M51 269/125 4959N 03000W 0546 4959N 02000W KT GVKSS DDL XXN 050537 J55A,
2021-08-05T05:40:05Z,2021-08-05T05:37:00Z,,,,,,,RJA264,49.0667,-36.2167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,269,144,,AIREP,ARP RJA264 4904N 03613W 0537 F360 M48 269/144 4858N 03000W 0600 4758N 02000W KT JYBAH DDL XXN 050537 L81A,
2021-08-05T06:08:31Z,2021-08-05T05:37:00Z,,,,,,,UAE202,48.2,-38.4,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,270,131,,AIREP,ARP UAE202 4812N03824W 0537 F370 4859N03000W 0610 4859N02000W MS49 270/131 KT A6EUU DDL XXH 050537 J66A ,
2021-08-05T06:08:21Z,2021-08-05T05:37:00Z,,,,,,,AFR153,48.05,-41.6,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,281,127,,AIREP,ARP AFR153 4803N04136W 0537 F370 4759N04000W 0543 4759N03000W MS50 281/127 KT FGZNB QXT AME 050537 F31A ,
2021-08-05T06:08:36Z,2021-08-05T05:37:00Z,,,,,,,UAE212,48.0333,-48.25,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,273,113,,AIREP,ARP UAE212 4802N04815W 0537 F350 4758N04000W 0611 4858N03000W MS45 273/113 KT A6EWJ DDL XXH 050538 F51A ,
2021-08-05T05:40:07Z,2021-08-05T05:37:00Z,,,,,,,AFR011,47.7667,-16.2,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,283,123,,AIREP,ARP AFR011 4746N 01612W 0537 F370 M50 283/123 4759N 01500W 0542 4843N 01029W KT FGSQF QXT EUA 050537 F44A,
2021-08-05T06:08:24Z,2021-08-05T05:37:00Z,,,,,,,RAM209M,47.5,-34.0,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,268,126,,AIREP,ARP RAM209M 4730N03400W 0537 F410 4700N03000W 0553 4300N02000W MS59 268/126 KT CNRGY QXT EUA 050537 L74A ,
2021-08-05T06:08:19Z,2021-08-05T05:36:00Z,,,,,,,DLH447,60.1,-45.5167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,322,22,,AIREP,ARP DLH447 6006N04531W 0536 F410 6000N04000W 0555 5900N03000W MS44 322/22 KT DAIXO DDL XXH 050536 J08A ,
2021-08-05T06:08:19Z,2021-08-05T05:36:00Z,,,,,,,DLH457,58.9333,-48.9333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,323,82,,AIREP,ARP DLH457 5856N04856W 0536 F350 5800N04000W 0608 5700N03000W MS54 323/82 KT DABYJ DDL XXH 050536 F06A ,
2021-08-05T06:08:15Z,2021-08-05T05:36:00Z,,,,,,,AFR083,56.8,-38.8833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,294,26,,AIREP,ARP AFR083 5648N03853W 0536 F370 5458N03001W 0613 5258N02001W MS40 294/26 KT FGSQG QXT AME 050536 F55A ,
2021-08-05T06:08:33Z,2021-08-05T05:36:00Z,,,,,,,AFR631,53.0333,-30.9333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,260,56,,AIREP,ARP AFR631 5302N03056W 0536 F410 5300N03000W 0539 5200N02000W MS44 260/56 KT FHRBA QXT AME 050537 L82A ,
2021-08-05T05:40:05Z,2021-08-05T05:36:00Z,,,,,,,AAR587,50.1167,-24.9167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,271,134,,AIREP,ARP AAR587 5007N 02455W 0536 F360 M49 271/134 5000N 02000W 0554 SOMAX KT HL7413 DDL XXN 050536 F89A,
2021-08-05T06:08:27Z,2021-08-05T05:36:00Z,,,,,,,THY6434,48.1167,-45.2,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,276,124,,AIREP,ARP THY6434 4807N04512W 0536 F350 4800N04000W 0556 4900N03000W MS46 276/124 KT TCLJS QXT AME 050537 F24A ,
2021-08-05T05:40:05Z,2021-08-05T05:36:00Z,,,,,,,AFR377,47.8333,-32.4667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,264,126,,AIREP,ARP AFR377 4750N 03228W 0536 F370 M49 264/126 4800N 03000W 0546 4900N 02000W KT FHRBJ QXT AME 050536 L50A,
2021-08-05T05:40:05Z,2021-08-05T05:36:00Z,,,,,,,RCH809,47.5667,-25.4167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,270,114,,AIREP,ARP RCH809 4734N 02525W 0536 F340 M43 270/114 4800N 02000W 0600 BEDRA KT 00172A DDL XXN 050536 F42A,
2021-08-05T06:08:19Z,2021-08-05T05:36:00Z,,,,,,,QTR1AA,47.0333,-38.5333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,269,112,,AIREP,ARP QTR1AA 4702N03832W 0536 F370 4659N03000W 0612 4659N02000W MS50 269/112 KT A7ALO QXT AME 050536 J64A ,
2021-08-05T05:40:05Z,2021-08-05T05:36:00Z,,,,,,,AAL86,46.5333,-35.7167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,264,103,,AIREP,ARP AAL86 4632N 03543W 0536 F400 M57 264/103 4700N 03000W 0600 4700N 02000W KT N825AA DDL XXN 050536 L28A,
2021-08-05T05:40:07Z,2021-08-05T05:36:00Z,,,,,,,DAL32,46.1,-35.1333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,268,97,,AIREP,ARP DAL32 4606N 03508W 0536 F390 M57 268/97 4559N 03000W 0558 4659N 02000W KT N831NW DDL IG1 050536 J53A,
2021-08-05T06:08:21Z,2021-08-05T05:36:00Z,,,,,,,THY78C,44.0,-49.75,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,283,35,,AIREP,ARP THY78C 4400N04945W 0536 F370 4458N03959W 0624 4658N03000W MS49 283/35 KT TCLLM QXT AME 050536 L51A ,
2021-08-05T06:08:00Z,2021-08-05T05:35:00Z,,,,,,,QTR67L,63.0167,-48.7667,36400,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,323,43,,AIREP,ARP QTR67L 6301N04846W 0535 F364 6259N04000W 0603 6259N03000W MS52 323/43 KT A7ANJ QXS UAK 050535 J17A ,
2021-08-05T06:08:09Z,2021-08-05T05:35:00Z,,,,,,,THY181,60.25,-38.3167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,280,10,,AIREP,ARP THY181 6015N03819W 0535 F360 6001N04001W 0542 5801N05001W MS46 280/10 KT TCLLJ QXT AME 050535 L91A ,
2021-08-05T06:08:13Z,2021-08-05T05:35:00Z,,,,,,,FIN16,51.4667,-53.8833,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,281,51,,AIREP,ARP FIN16 5128N05353W 0535 F430 SAXAN 0535 5300N05000W MS52 281/51 KT OHLWF DDL YIF 050535 J79A ,
2021-08-05T05:40:05Z,2021-08-05T05:35:00Z,,,,,,,SWR9K,49.8333,-32.4833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,269,148,,AIREP,ARP SWR9K 4950N 03229W 0535 F350 M46 269/148 5000N 03000W 0544 5000N 02000W KT HBJNK DDL XXH 050535 F45A,
2021-08-05T06:08:04Z,2021-08-05T05:35:00Z,,,,,,,SWR19R,48.8667,-32.0667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,268,154,,AIREP,ARP SWR19R 4852N03204W 0535 F390 4900N03000W 0543 4900N02000W MS54 268/154 KT HBJHL DDL XXH 050535 J87A ,
2021-08-05T06:08:01Z,2021-08-05T05:35:00Z,,,,,,,RAM219W,47.8833,-38.1,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,268,140,,AIREP,ARP RAM219W 4753N03806W 0535 F410 4700N03000W 0608 4300N02000W MS58 268/140 KT CNRGB QXT AOE 050535 L35A ,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,AFL155,60.0,-25.5333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,261,15,,AIREP,ARP AFL155 6000N 02532W 0534 F390 M43 261/15 6059N 01959W 0554 6159N 01000W KT VPBXC DDL KEF 050534 J97A,
2021-08-05T06:07:49Z,2021-08-05T05:34:00Z,,,,,,,DLH493,59.35,-32.6333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,250,13,,AIREP,ARP DLH493 5921N03238W 0534 F400 5900N03000W 0543 5700N02000W MS42 250/13 KT DAIXN DDL XXH 050534 J50A ,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,AFR065,56.1833,-35.4,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,259,15,,AIREP,ARP AFR065 5611N 03524W 0534 F350 M45 259/15 5459N 03001W 0558 5259N 02001W KT FGSQI QXT AME 050534 F03A,
2021-08-05T06:07:52Z,2021-08-05T05:34:00Z,,,,,,,UPS208,54.5167,-48.6833,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,335,76,,AIREP,ARP UPS208 5431N04841W 0534 F320 5402N05002W 0541 5226N05552W MS47 335/76 KT N332UP QXT IGW 050534 F56A ,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,DHK906,54.4667,-26.3,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,269,40,,AIREP,ARP DHK906 5428N 02618W 0534 F400 M43 269/40 5400N 03000W 0552 5100N 04000W KT GTUIK QXT EUA 050534 L94A,
2021-08-05T06:08:24Z,2021-08-05T05:34:00Z,,,,,,,AFR631,53.0333,-31.3,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,262,50,,AIREP,ARP AFR631 5302N03118W 0534 F410 5300N03000W 0539 5200N02000W MS44 262/50 KT FHRBA QXT AME 050537 L79A ,
2021-08-05T06:08:04Z,2021-08-05T05:34:00Z,,,,,,,ACA856,51.9833,-30.4333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,270,75,,AIREP,ARP ACA856 5159N03026W 0534 F350 5200N03000W 0536 5158N02000W MS44 270/75 KT CFIVS DDL XXN 050535 F52A ,
2021-08-05T06:07:52Z,2021-08-05T05:34:00Z,,,,,,,UAE220,49.1,-44.5667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,272,140,,AIREP,ARP UAE220 4906N04434W 0534 F340 4859N04000W 0551 4959N03000W MS45 272/140 KT A6EQG DDL XXH 050534 F43A ,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,SWR19R,48.8333,-32.4333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,268,153,,AIREP,ARP SWR19R 4850N 03226W 0534 F390 M54 268/153 4900N 03000W 0543 4900N 02000W KT HBJHL DDL XXH 050534 J86A,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,KLM741,48.5833,-32.5667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,262,136,,AIREP,ARP KLM741 4835N 03234W 0534 F370 M49 262/136 4900N 03000W 0544 4900N 02000W KT PHBHA QXT EUA 050534 L91A,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,ETD97G,47.0833,-22.3167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,275,114,,AIREP,ARP ETD97G 4705N 02219W 0534 F380 M54 275/114 4700N 02000W 0543 4700N 01500W KT A6BLB QXT AME 050534 L73A,
2021-08-05T05:38:33Z,2021-08-05T05:34:00Z,,,,,,,ETD140,47.0667,-12.3167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,278,123,,AIREP,ARP ETD140 4704N 01219W 0534 F370 M51 278/123 4628N 00845W 0549 TIVLU KT A6BLX QXT EUA 050534 L95A,
2021-08-05T06:08:00Z,2021-08-05T05:34:00Z,,,,,,,UAE238,47.0333,-41.9,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,273,109,,AIREP,ARP UAE238 4702N04154W 0534 F350 4658N04000W 0542 4658N03000W MS45 273/109 KT A6ECT DDL XXH 050535 F32A ,
2021-08-05T06:07:52Z,2021-08-05T05:34:00Z,,,,,,,AAL86,46.5,-36.1167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,264,102,,AIREP,ARP AAL86 4630N03607W 0534 F400 4700N03000W 0600 4700N02000W MS57 264/102 KT N825AA DDL XXN 050534 L23A ,
2021-08-05T05:41:14Z,2021-08-05T05:34:00Z,,,,,,,UAE448,23.0333,61.8,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,82,15,,AIREP,ARP UAE448 2302N 06148E 0534 F350 M39 082/15,
2021-08-05T06:06:14Z,2021-08-05T05:34:00Z,,,,,,,ANZ941,-34.9,177.6,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,290,98,,AIREP,ARP ANZ941 3454S 17736E 0534 F400 M48 290/98,
