No errors
No warnings
34 ms
data source=aircraftreports
1172 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2021-08-05T06:05:23Z,2021-08-05T06:00:00Z,,,,,,,UPS232,55.9833,-40.1333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,321,34,,AIREP,ARP UPS232 5559N 04008W 0600 F340 M47 321/34 5301N 05001W 0651 5149N 05433W KT N353UP QXT IGW 050600 F59A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,DLH455,54.7833,-18.9667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,276,28,,AIREP,ARP DLH455 5447N 01858W 0600 F380 M42 276/28 5358N 01501W 0616 5358N 01401W KT DABYG DDL XXF 050600 F25A,
2021-08-05T06:05:23Z,2021-08-05T06:00:00Z,,,,,,,ELY001,54.2667,-49.3333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,304,54,,AIREP,ARP ELY001 5416N 04920W 0600 F380 M56 304/54 5401N 05001W 0604 NEEKO KT 4XEDI QXS YAY 050600 L72A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,N559G,51.4833,-46.2667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,294,70,,AIREP,ARP N559G 5129N 04616W 0600 F410 M48 294/70 5200N 04000W 0625 5300N 03000W KT N559G DDL XXH 050600 A56A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,BAW2202,50.0333,-28.8333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,273,124,,AIREP,ARP BAW2202 5002N 02850W 0600 F390 M50 273/124 4959N 02000W 0634 4959N 01500W KT GYMMC DDL XXH 050600 F64A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,UAE202,48.8167,-32.55,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,259,139,,AIREP,ARP UAE202 4849N 03233W 0600 F370 M50 259/139 4859N 03000W 0610 4859N 02000W KT A6EUU DDL XXH 050600 J79A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,AFR760,48.5667,-32.5667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,271,139,,AIREP,ARP AFR760 4834N 03234W 0600 F340 M44 271/139 4859N 03000W 0610 4859N 02000W KT FGSQE QXT AME 050600 F66A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,QTR58E,48.0167,-10.9167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,281,112,,AIREP,ARP QTR58E 4801N 01055W 0600 F380 M51 281/112 4759N 00845W 0609 REGHI KT A7ALR QXT EUA 050600 J20A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,THY6276,48.0167,-30.65,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,271,124,,AIREP,ARP THY6276 4801N 03039W 0600 F330 M40 271/124 4759N 03000W 0602 4759N 02000W KT TCLJN QXT AME 050600 F33A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,RAM219W,47.25,-31.8,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,271,118,,AIREP,ARP RAM219W 4715N 03148W 0600 F410 M58 271/118 4700N 03000W 0608 4300N 02000W KT CNRGB QXT AOE 050600 L44A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,RAM209M,46.5333,-28.6333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,273,107,,AIREP,ARP RAM209M 4632N 02838W 0600 F410 M60 273/107 4300N 02000W 0645 GUNTI KT CNRGY QXT EUA 050600 L88A,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,THY4920,46.5167,-54.7,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,277,81,,AIREP,ARP THY4920 4631N 05442W 0600 F370 M49 277/81 4649N 05204W 0612 4700N 05000W KT TCLJH QXS YYT 050600 F11A,
2021-08-05T06:16:13Z,2021-08-05T06:00:00Z,,,,,,,C172,44.4155,-121.0937,10500,,,,,,,,MOD,6000,9000,,,,,,,,,,,,,,,,,,,,,PIREP,S33 UA /OV RDM360010-RDM360020/TM 0600/FL105/TP C172/TB MOD 060-090,
2021-08-05T06:03:24Z,2021-08-05T06:00:00Z,,,,,,,CRL925,44.1,-16.3833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,282,79,,AIREP,ARP CRL925 4406N 01623W 0600 F380 M54 282/79 PASAS 0617 BUNAV KT FHZEN QXT EUA 050600 J23A,
2021-08-05T06:06:06Z,2021-08-05T06:00:00Z,,,,,,,UAL1162,25.0,-69.1,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,190,2,,AIREP,ARP UAL1162 2500N 6906W 0600 F340 MS43 190/002KT,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,QTR709,56.4667,-7.4,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,217,18,,AIREP,ARP QTR709 5628N 00724W 0559 F380 M46 217/18 GOMUP 0611 5802N 02000W KT A7ALY QXS BRR 050559 J88A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,AAL722,54.0,-18.5,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,290,36,,AIREP,ARP AAL722 5400N 01830W 0559 F390 M43 290/36 DOGAL 0613 BEXET KT N803AL DDL XXN 050559 L06A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,UAL801,52.3667,-45.8667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,328,69,,AIREP,ARP UAL801 5222N 04552W 0559 F350 M54 328/69 5359N 03959W 0627 5659N 02959W KT N29961 DDL XXN 050559 L51A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,BAW24R,51.05,-48.5167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,283,67,,AIREP,ARP BAW24R 5103N 04831W 0559 F390 M48 283/67 5100N 04000W 0634 5200N 03000W KT GXWBA DDL YYT 050600 J73A,
2021-08-05T06:01:56Z,2021-08-05T05:59:00Z,,,,,,,VIR514H,49.0833,-44.9333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,271,119,,AIREP,ARP VIR514H 4905N 04456W 0559 F390 M50 271/119 4858N 04000W 0618 4958N 03000W KT GVOOH DDL XXN 050559 L62A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,RJA264,48.9833,-30.25,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,264,138,,AIREP,ARP RJA264 4859N 03015W 0559 F360 M47 264/138 4900N 03000W 0600 4758N 02000W KT JYBAH DDL XXN 050559 L89A,
2021-08-05T06:00:54Z,2021-08-05T05:59:00Z,,,,,,,AAL104,48.6667,-34.3833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,266,155,,AIREP,ARP AAL104 4840N 03423W 0559 F390 M54 266/155 4900N 03000W 0615 4900N 02000W KT N775AN DDL XXN 050559 F57A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,TAP204B,48.1,-45.25,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,276,116,,AIREP,ARP TAP204B 4806N 04515W 0559 F390 M55 276/116 4759N 04000W 0621 4659N 03000W KT CSTUL DDL XXH 050559 J58A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,AFR153,48.0833,-35.9,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,260,139,,AIREP,ARP AFR153 4805N 03554W 0559 F380 M50 260/139 4759N 03000W 0623 4759N 02000W KT FGZNB QXT AME 050600 F38A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,ELY026,48.05,-22.1,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,276,127,,AIREP,ARP ELY026 4803N 02206W 0559 F370 M50 276/127 4759N 02000W 0608 4659N 01500W KT 4XEDH QXT EUA 050559 L64A,
2021-08-05T06:01:56Z,2021-08-05T05:59:00Z,,,,,,,QTR1JE,47.45,-11.3333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,297,127,,AIREP,ARP QTR1JE 4727N 01120W 0559 F340 M45 297/127 4659N 00845W 0609 4659N 00800W KT A7BEU QXT EUA 050559 F49A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,UAE238,47.0667,-35.8667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,272,111,,AIREP,ARP UAE238 4704N 03552W 0559 F350 M45 272/111 4658N 03000W 0624 4658N 02000W KT A6ECT DDL XXH 050600 F37A,
2021-08-05T06:01:56Z,2021-08-05T05:59:00Z,,,,,,,IBE6250,46.0667,-16.6167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,280,101,,AIREP,ARP IBE6250 4604N 01637W 0559 F370 M53 280/101 4458N 01301W 0616 4254N 00827W KT ECLUK DDL XXF 050559 J11A,
2021-08-05T06:01:56Z,2021-08-05T05:59:00Z,,,,,,,DAL234,45.9333,-51.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,277,74,,AIREP,ARP DAL234 4556N 05137W 0559 F350 M45 277/74 4600N 05000W 0606 4600N 04000W KT N401DZ DDL YYT 050559 J59A,
2021-08-05T06:13:10Z,2021-08-05T05:59:00Z,,,,,,,UAL90,45.8,-51.4667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,285,72,,AIREP,ARP UAL90 4548N 05128W 0559 F370 M49 285/72 4600N 05000W 0606 4600N 04000W KT N17002 QXS YYT 050559 L35A,
2021-08-05T06:14:12Z,2021-08-05T05:59:00Z,,,,,,,BOX539,16.5833,73.1333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,79,10,,AIREP,ARP BOX539 1635N 07308E 0559 F340 M36 079/10,
2021-08-05T06:06:14Z,2021-08-05T05:59:00Z,,,,,,,UAE449,-36.6,172.3,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,308,73,,AIREP,ARP UAE449 3636S 17218E 0559 F340 M45 308/73,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,QTR85H,61.5667,-61.3667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,240,85,,AIREP,ARP QTR85H 6134N 06122W 0558 F350 M52 240/85 LIBOR 0609 6259N 05000W KT A7ANM QXT AME 050559 J37A,
2021-08-05T06:11:39Z,2021-08-05T05:58:00Z,,,,,,,DAL266,59.75,-37.8833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,333,18,,AIREP,ARP DAL266 5945N03753W 0558 F380 6200N03000W 0632 ELREX MS44 333/18 KT N819DX QXT IGW 050558 F69A ,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,MSR995,58.55,-24.3167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,353,22,,AIREP,ARP MSR995 5833N 02419W 0558 F360 M50 353/22 5901N 03000W 0621 5901N 04000W KT SUGER DDL XXF 050559 L29A,
2021-08-05T06:01:55Z,2021-08-05T05:58:00Z,,,,,,,ACA57,57.45,-48.2333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,310,54,,AIREP,ARP ACA57 5727N 04814W 0558 F380 M50 310/54 5701N 05001W 0607 HOIST KT CFGDT QXS UAK 050558 L57A,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,UPS204,57.0833,-23.1667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,224,11,,AIREP,ARP UPS204 5705N 02310W 0558 F340 M54 224/11 5700N 03000W 0627 5600N 04000W KT N621UP QXT EUA 050559 F55A,
2021-08-05T06:11:37Z,2021-08-05T05:58:00Z,,,,,,,AFR673,52.0,-39.5333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,282,73,,AIREP,ARP AFR673 5200N03932W 0558 F390 5159N03000W 0635 5159N02000W MS42 282/73 KT FHRBC QXT AME 050558 L87A ,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,DAL84,51.6,-42.4333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,296,77,,AIREP,ARP DAL84 5136N 04226W 0558 F370 M46 296/77 5200N 04000W 0609 5200N 03000W KT N826NW DDL IG1 050558 J45A,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,UAE242,51.0667,-25.5167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,272,94,,AIREP,ARP UAE242 5104N 02531W 0558 F370 M46 272/94 5058N 02000W 0619 5058N 01500W KT A6EON DDL XXF 050558 J02A,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,KLM771,49.0333,-18.2333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,282,143,,AIREP,ARP KLM771 4902N 01814W 0558 F370 M48 282/143 BEDRA 0611 NASBA KT PHBVI QXT AOE 050559 F82A,
2021-08-05T06:01:56Z,2021-08-05T05:58:00Z,,,,,,,BAW25K,48.85,-32.3,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,263,148,,AIREP,ARP BAW25K 4851N 03218W 0558 F380 M50 263/148 4900N 03000W 0607 4900N 02000W KT GVIIR DDL XXF 050559 F05A,
2021-08-05T06:00:54Z,2021-08-05T05:58:00Z,,,,,,,UAE9330,47.8333,-32.3167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,262,128,,AIREP,ARP UAE9330 4750N 03219W 0558 F370 M51 262/128 4759N 03000W 0607 4859N 02000W KT A6ENM DDL XXH 050558 F01A,
2021-08-05T06:01:55Z,2021-08-05T05:58:00Z,,,,,,,AAL38,47.5333,-31.8833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,267,118,,AIREP,ARP AAL38 4732N 03153W 0558 F350 M45 267/118 4800N 03000W 0606 4900N 02000W KT N729AN DDL XXN 050559 F35A,
2021-08-05T05:59:55Z,2021-08-05T05:58:00Z,,,,,,,FWI71R,44.65,-15.6,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,294,87,,AIREP,ARP FWI71R 4439N 01536W 0558 F410 M59 294/87 4459N 01459W 0602 4659N 00845W KT FHTRE QXT EUA 050558 J91A,
2021-08-05T06:11:39Z,2021-08-05T05:57:00Z,,,,,,,UAL141,62.0833,-45.3,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,314,20,,AIREP,ARP UAL141 6205N04518W 0557 F400 6101N05001W 0615 5829N05801W MS43 314/20 KT N28912 DDL XXN 050558 L65A ,
2021-08-05T06:11:27Z,2021-08-05T05:57:00Z,,,,,,,CFG2033,59.4,-61.3667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,256,74,,AIREP,ARP CFG2033 5924N06122W 0557 F350 SAVRY 0609 5900N05000W MS52 256/74 KT DABUM DDL YHO 050557 F34A ,
2021-08-05T06:11:27Z,2021-08-05T05:57:00Z,,,,,,,MSR995,58.5,-23.8833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,349,15,,AIREP,ARP MSR995 5830N02353W 0557 F360 5901N03000W 0621 5901N04000W MS48 349/15 KT SUGER DDL XXF 050557 L27A ,
2021-08-05T06:11:27Z,2021-08-05T05:57:00Z,,,,,,,ELY831,57.8333,-27.5,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,256,29,,AIREP,ARP ELY831 5750N02730W 0557 F320 5800N03000W 0607 5800N04000W MS50 256/29 KT VQBWT DDL XXN 050557 F41A ,
2021-08-05T06:11:31Z,2021-08-05T05:57:00Z,,,,,,,BCS966,56.1167,-43.4,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,306,42,,AIREP,ARP BCS966 5607N04324W 0557 F380 5400N05000W 0631 NEEKO MS44 306/42 KT DALMD DDL XXH 050557 J79A ,
2021-08-05T06:11:31Z,2021-08-05T05:57:00Z,,,,,,,LOT27,55.0667,-46.9333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,313,62,,AIREP,ARP LOT27 5504N04656W 0557 F390 5700N04000W 0628 5900N03000W MS46 313/62 KT SPLSE DDL XXH 050557 L48A ,
2021-08-05T05:59:55Z,2021-08-05T05:57:00Z,,,,,,,AFR631,52.6667,-25.6833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,269,60,,AIREP,ARP AFR631 5240N 02541W 0557 F410 M45 269/60 5200N 02000W 0620 LIMRI KT FHRBA QXT AME 050557 L89A,
2021-08-05T06:11:28Z,2021-08-05T05:57:00Z,,,,,,,BAW3C,49.0333,-41.4,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,279,117,,AIREP,ARP BAW3C 4902N04124W 0557 F410 4859N04000W 0602 4959N03000W MS52 279/117 KT GZBKE DDL XXH 050557 L91A ,
2021-08-05T06:11:31Z,2021-08-05T05:57:00Z,,,,,,,BAW92W,48.5167,-51.9167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,286,110,,AIREP,ARP BAW92W 4831N05155W 0557 F390 4900N05000W 0606 4900N04000W MS53 286/110 KT GZBLA DDL YYT 050557 L26A ,
2021-08-05T06:00:54Z,2021-08-05T05:57:00Z,,,,,,,AFR099,48.0333,-21.8333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,287,124,,AIREP,ARP AFR099 4802N 02150W 0557 F410 M56 287/124 4758N 02000W 0604 4758N 01459W KT FHTYD QXT AME 050557 J07A,
2021-08-05T06:11:31Z,2021-08-05T05:57:00Z,,,,,,,UAL814,47.1333,-38.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,271,106,,AIREP,ARP UAL814 4708N03859W 0557 F370 4759N03000W 0636 4759N02000W MS50 271/106 KT N669UA DDL XXN 050557 F50A ,
2021-08-05T06:11:31Z,2021-08-05T05:57:00Z,,,,,,,THY18A,47.05,-41.8167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-38,273,110,,AIREP,ARP THY18A 4703N04149W 0557 F330 4659N04000W 0605 4759N03000W MS38 273/110 KT TCJJV QXT AME 050557 F25A ,
2021-08-05T05:59:55Z,2021-08-05T05:57:00Z,,,,,,,EVE826,46.7167,-26.0333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,273,109,,AIREP,ARP EVE826 4643N 02602W 0557 F390 M57 273/109 4600N 02000W 0624 PASAS KT ECLXA QXT EUA 050557 J54A,
2021-08-05T06:11:28Z,2021-08-05T05:57:00Z,,,,,,,DAL32,46.0,-30.4667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,271,93,,AIREP,ARP DAL32 4600N03028W 0557 F390 4600N03000W 0559 4659N02000W MS57 271/93 KT N831NW DDL IG1 050557 J62A ,
2021-08-05T05:59:55Z,2021-08-05T05:57:00Z,,,,,,,TOW2232,45.9667,-13.5167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,290,116,,AIREP,ARP TOW2232 4558N 01331W 0557 F390 M58 290/116 GONAN 0605 EKROL KT GVYGJ QXT EUA 050557 J37A,
2021-08-05T06:00:54Z,2021-08-05T05:57:00Z,,,,,,,AFR809,44.7667,-20.5,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,281,83,,AIREP,ARP AFR809 4446N 02030W 0557 F380 M52 281/83 4500N 02000W 0600 4659N 00845W KT FGZNL QXT EUA 050557 F71A,
2021-08-05T06:06:14Z,2021-08-05T05:57:00Z,,,,,,,UAL842,-4.9,-162.6,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,94,21,,AIREP,ARP UAL842 0454S 16236W 0557 F380 M50 094/21,
2021-08-05T06:11:24Z,2021-08-05T05:56:00Z,,,,,,,AFL107,62.25,-56.1833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,255,56,,AIREP,ARP AFL107 6215N05611W 0556 F350 6259N05000W 0616 6359N04000W MS54 255/56 KT VQBFL QXT AME 050556 F60A ,
2021-08-05T06:11:24Z,2021-08-05T05:56:00Z,,,,,,,UAL901,59.2,-41.5833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,313,19,,AIREP,ARP UAL901 5912N04135W 0556 F410 5859N04000W 0601 5759N03001W MS42 313/19 KT N27957 QXS UAK 050556 L40A ,
2021-08-05T05:58:05Z,2021-08-05T05:56:00Z,,,,,,,ELY831,57.8167,-27.3,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,249,25,,AIREP,ARP ELY831 5749N 02718W 0556 F320 M50 249/25 5800N 03000W 0607 5800N 04000W KT VQBWT DDL XXN 050556 F40A,
2021-08-05T05:59:55Z,2021-08-05T05:56:00Z,,,,,,,QTR6ML,56.6833,-8.4833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,186,27,,AIREP,ARP QTR6ML 5641N 00829W 0556 F340 M53 186/27 GOMUP 0603 5800N 02000W KT A7BBE QXS SYY 050556 F16A,
2021-08-05T05:59:55Z,2021-08-05T05:56:00Z,,,,,,,QTR6ML,56.6667,-8.4333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,186,30,,AIREP,ARP QTR6ML 5640N 00826W 0556 F340 M53 186/30 GOMUP 0603 5800N 02000W KT A7BBE QXS SYY 050556 F15A,
2021-08-05T06:11:27Z,2021-08-05T05:56:00Z,,,,,,,FDX5047,55.1833,-43.2,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,320,59,,AIREP,ARP FDX5047 5511N04312W 0556 F320 5300N05000W 0632 RIKAL MS48 320/59 KT N112FE QXT IGW 050556 F94A ,
2021-08-05T05:58:05Z,2021-08-05T05:56:00Z,,,,,,,CLX97E,50.0333,-21.2167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,277,139,,AIREP,ARP CLX97E 5002N 02113W 0556 F340 M46 277/139 4959N 02000W 0600 4959N 01500W KT LXVCF QXT EUA 050556 F20A,
2021-08-05T05:58:05Z,2021-08-05T05:56:00Z,,,,,,,TFL392,50.0167,-25.4333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,271,106,,AIREP,ARP TFL392 5001N 02526W 0556 F400 M49 271/106 5059N 02000W 0618 LIMRI KT PHTFM QXT EUA 050556 L10A,
2021-08-05T06:11:27Z,2021-08-05T05:56:00Z,,,,,,,AFR760,48.4167,-33.4167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,270,137,,AIREP,ARP AFR760 4825N03325W 0556 F340 4859N03000W 0610 4859N02000W MS44 270/137 KT FGSQE QXT AME 050557 F65A ,
2021-08-05T05:59:55Z,2021-08-05T05:56:00Z,,,,,,,AAL38,47.4167,-32.3,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,268,115,,AIREP,ARP AAL38 4725N 03218W 0556 F350 M45 268/115 4800N 03000W 0606 4900N 02000W KT N729AN DDL XXN 050557 F34A,
2021-08-05T06:11:24Z,2021-08-05T05:56:00Z,,,,,,,THY36,47.05,-38.7833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,266,115,,AIREP,ARP THY36 4703N03847W 0556 F380 4700N03000W 0633 4700N02000W MS53 266/115 KT TCJNH QXT AME 050556 J55A ,
2021-08-05T06:01:55Z,2021-08-05T05:56:00Z,,,,,,,UAE9294,23.2167,62.3167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,117,25,,AIREP,ARP UAE9294 2313N 06219E 0556 F410 M55 117/25,
2021-08-05T06:14:12Z,2021-08-05T05:56:00Z,,,,,,,ETD401,19.6,74.65,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,83,37,,AIREP,ARP ETD401 1936N 07439E 0556 F380 M45 083/37,
2021-08-05T06:11:21Z,2021-08-05T05:55:00Z,,,,,,,DLH453,59.2,-61.3833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,255,66,,AIREP,ARP DLH453 5912N06123W 0555 F390 SINGA 0556 SAVRY MS54 255/66 KT DAIXL DDL YHO 050555 J67A ,
2021-08-05T06:17:12Z,2021-08-05T05:55:00Z,,,,,,,MD11,58.5363,-167.9896,35000,,,,,,,CHOP,LGT,,,OCNL,,,,,,,,,,,,,,,,,,,,PIREP,SNP UA /OV SNP030109/TM 0555/FL350/TP MD11/TB OCNL LGT CHOP/RM ZAN,
2021-08-05T06:11:21Z,2021-08-05T05:55:00Z,,,,,,,UAL980,55.05,-32.1333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,265,32,,AIREP,ARP UAL980 5503N03208W 0555 F400 5459N03000W 0603 5459N02000W MS42 265/32 KT N27901 DDL XXN 050555 L86A ,
2021-08-05T06:11:21Z,2021-08-05T05:55:00Z,,,,,,,DHK906,53.8333,-30.6833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,266,40,,AIREP,ARP DHK906 5350N03041W 0555 F400 5100N04000W 0645 4400N05000W MS42 266/40 KT GTUIK QXT EUA 050555 L02A ,
2021-08-05T06:17:12Z,2021-08-05T05:55:00Z,,,,,,,MD11,52.3214,170.512,33000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,PASY UA /OV SYA258132/TM 0555/FL330/TP MD11/WX CLEAR/TB NEG/RM ZAN,
2021-08-05T06:17:12Z,2021-08-05T05:55:00Z,,,,,,,B77W,50.4021,159.8226,37000,,,,,,,,LGT,,,OCNL,,,,,,,,,,,,,,,,-52,280,95,,PIREP,PASY UA /OV SYA258549/TM 0555/FL370/TP B77W/TA M52/WV 280/95/TB OCNL LGT/RM ZAN,
2021-08-05T06:11:15Z,2021-08-05T05:55:00Z,,,,,,,KLM168,49.7833,-51.6333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,271,103,,AIREP,ARP KLM168 4947N05138W 0555 F360 5000N05000W 0601 5000N04000W MS48 271/103 KT PHBVN QXS YYT 050555 F23A ,
2021-08-05T05:58:05Z,2021-08-05T05:55:00Z,,,,,,,QTR82M,48.6167,-17.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,281,134,,AIREP,ARP QTR82M 4837N 01759W 0555 F370 M50 281/134 4759N 01500W 1028 SEPAL KT A7ANQ QXT EUA 050555 J03A,
2021-08-05T05:58:05Z,2021-08-05T05:55:00Z,,,,,,,AFR689,48.6,-14.9667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,292,110,,AIREP,ARP AFR689 4836N 01458W 0555 F400 M54 292/110 4850N 01200W 0607 GUNSO KT FHTYB QXT EUA 050555 J95A,
2021-08-05T06:11:24Z,2021-08-05T05:55:00Z,,,,,,,QTR7UY,48.2833,-37.7667,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,271,139,,AIREP,ARP QTR7UY 4817N03746W 0555 F330 4859N03000W 0625 4859N02000W MS40 271/139 KT A7BET QXT AME 050556 F30A ,
